CVE-2018-14613,issu discov linux kernel invalid pointer derefer io ctl map page mount oper craft btrfs imag lack block group item valid check leaf item fs btrfs tree checker c 
CVE-2018-14612,issu discov linux kernel invalid pointer derefer btrfs root node mount craft btrfs imag lack chunk block group map valid btrfs read block group fs btrfs extent tree c lack empti tree check check leaf fs btrfs tree checker c 
CVE-2018-14611,issu discov linux kernel use free tri merg free space mount craft btrfs imag lack chunk type flag check btrfs check chunk valid fs btrfs volum c 
CVE-2018-14610,issu discov linux kernel bound access write extent buffer mount oper craft btrfs imag lack verif block group correspond chunk mount time within btrfs read block group fs btrfs extent tree c 
CVE-2018-14609,issu discov linux kernel invalid pointer derefer del reloc root fs btrfs reloc c mount craft btrfs imag relat remov reloc rb tree reloc control initi 
CVE-2018-14447,trim whitespac lexer l libconfus v bound read 
CVE-2018-14404,null pointer derefer vulner exist xpath c xmlxpathcompopev function libxml pars invalid xpath express xpath op xpath op case applic process untrust xsl format input use libxml librari may vulner denial servic attack due crash applic 
CVE-2018-14395,libavformat movenc c ffmpeg allow attack caus denial servic applic crash caus divid zero error user craft audio file convert mov audio format 
CVE-2018-14369,wireshark http dissector could crash address epan dissector packet http c verifi header data found proceed header decompress 
CVE-2018-14362,issu discov mutt neomutt pop c forbid charact may unsaf interact messag cach pathnam demonstr charact 
CVE-2018-14361,issu discov neomutt nntp c proceed even memori alloc fail messag data 
CVE-2018-14360,issu discov neomutt nntp add group newsrc c stack base buffer overflow incorrect sscanf usag 
CVE-2018-14359,issu discov mutt neomutt buffer overflow via base data 
CVE-2018-14358,issu discov mutt neomutt imap messag c stack base buffer overflow fetch respons long rfc size field 
CVE-2018-14357,issu discov mutt neomutt allow remot imap server execut arbitrari command via backquot charact relat mailbox command associ automat subscript 
CVE-2018-14355,issu discov mutt neomutt imap util c mishandl directori travers mailbox name 
CVE-2018-14354,issu discov mutt neomutt allow remot imap server execut arbitrari command via backquot charact relat mailbox command associ manual subscript unsubscript 
CVE-2018-14353,issu discov mutt neomutt imap quot string imap util c integ underflow 
CVE-2018-14352,issu discov mutt neomutt imap quot string imap util c leav room quot charact lead stack base buffer overflow 
CVE-2018-14351,issu discov mutt neomutt imap command c mishandl long imap status mailbox liter count size 
CVE-2018-14350,issu discov mutt neomutt imap messag c stack base buffer overflow fetch respons long internald field 
CVE-2018-14349,issu discov mutt neomutt imap command c mishandl respons without messag 
CVE-2018-14346,gnu libextractor stack base buffer overflow ec read file func unzip c 
CVE-2018-14343,wireshark asn ber dissector could crash address epan dissector packet ber c ensur length valu exceed maximum sign integ 
CVE-2018-14342,wireshark bgp protocol dissector could go larg loop address epan dissector packet bgp c valid path attribut length 
CVE-2018-14341,wireshark dicom dissector could go larg infinit loop address epan dissector packet dcm c prevent offset overflow 
CVE-2018-14340,wireshark dissector support zlib decompress could crash address epan tvbuff zlib c reject negat length avoid buffer read 
CVE-2018-14339,wireshark mmse dissector could go infinit loop address epan proto c ad offset length valid 
CVE-2018-14056,znc rc prone path travers flaw via web skin name access file outsid intend skin directori 
CVE-2018-14055,znc rc proper valid untrust line come network allow non admin user escal privileg inject rogu valu znc conf 
CVE-2018-14040,bootstrap xss possibl collaps data parent attribut 
CVE-2018-13988,poppler contain bound read vulner due incorrect memori access map memori space demonstr pdfunit result memori corrupt denial servic may exploit victim open special craft pdf file 
CVE-2018-13785,libpng wrong calcul row factor png check chunk length function pngrutil c may trigger integ overflow result divid zero process craft png file lead denial servic 
CVE-2018-13406,integ overflow uvesafb setcmap function driver video fbdev uvesafb c linux kernel could result local attack abl crash kernel potenti elev privileg kmalloc array use 
CVE-2018-13100,issu discov fs f fs super c linux kernel proper valid sec per zone corrupt f fs imag demonstr divid zero error 
CVE-2018-13099,issu discov fs f fs inlin c linux kernel denial servic bound memori access bug occur modifi f fs filesystem imag inlin inod contain invalid reserv blkaddr 
CVE-2018-13098,issu discov fs f fs inod c linux kernel denial servic slab bound read bug occur modifi f fs filesystem imag fi extra attr set inod 
CVE-2018-13097,issu discov fs f fs super c linux kernel bound read divid zero error incorrect user block count corrupt f fs imag lead denial servic bug 
CVE-2018-13096,issu discov fs f fs super c linux kernel denial servic bound memori access bug occur upon encount abnorm bitmap size mount craft f fs imag 
CVE-2018-13095,issu discov fs xfs libxf xfs inod buf c linux kernel denial servic memori corrupt bug occur corrupt xfs imag upon encount inod extent format extent fit inod fork 
CVE-2018-13094,issu discov fs xfs libxf xfs attr leaf c linux kernel oop may occur corrupt xfs imag xfs da shrink inod call null bp 
CVE-2018-13093,issu discov fs xfs xfs icach c linux kernel null pointer derefer panic lookup slow null inod op pointer pathwalk corrupt xfs imag occur lack proper valid cach inod free alloc 
CVE-2018-13054,issu discov cinnamon cinnamon set user py gui run root allow configur exampl user icon file face brows menuitem activ face menuitem activ icon file written respect user home face locat unprivileg user prepar symlink point arbitrari locat locat overwritten icon content 
CVE-2018-13053,alarm timer nsleep function kernel time alarmtim c linux kernel integ overflow via larg relat timeout ktime add safe use 
CVE-2018-13043,script grep excus pl debian devscript allow code execut unsaf yaml load yaml syck use without configur prevent unintend bless 
CVE-2018-13006,issu discov mp box gpac heap base buffer read isomedia box dump c function hdlr dump 
CVE-2018-13005,issu discov mp box gpac function urn read isomedia box code base c heap base buffer read 
CVE-2018-12931,ntfs attr find ntfs ko filesystem driver linux kernel allow attack trigger stack base bound write caus denial servic kernel oop panic possibl unspecifi impact via craft ntfs filesystem 
CVE-2018-12930,ntfs end buffer async read ntfs ko filesystem driver linux kernel allow attack trigger stack base bound write caus denial servic kernel oop panic possibl unspecifi impact via craft ntfs filesystem 
CVE-2018-12929,ntfs read lock inod ntfs ko filesystem driver linux kernel allow attack trigger use free read possibl caus denial servic kernel oop panic via craft ntfs filesystem 
CVE-2018-12928,linux kernel null pointer derefer discov hfs ext read extent hfs ko occur mount craft hfs filesystem 
CVE-2018-12911,webkitgtk one error result bound write get simpl glob function thirdparti xdgmime src xdgmimecach c thirdparti xdgmime src xdgmimeglob c 
CVE-2018-12910,get cooki function soup cooki jar c libsoup allow attack unspecifi impact via empti hostnam 
CVE-2018-12896,issu discov linux kernel integ overflow kernel time posix timer c posix timer code caus way overrun account work depend interv expiri time valu overrun larger int max account int base basic make account valu visibl user space via timer getoverrun siginfo si overrun random exampl local user caus denial servic sign integ overflow via craft mmap futex timer creat timer settim system call 
CVE-2018-12895,wordpress allow author user execut arbitrari code leverag directori travers wp admin post php thumb paramet pass php unlink function delet wp config php file relat miss filenam valid wp includ post php wp delet attach function attack must capabl file post normal avail author editor administr role attack methodolog delet wp config php launch new instal process increas attack privileg 
CVE-2018-12892,issu discov xen x libxl fail pass readon flag qemu set scsi disk due probabl erron merg conflict resolut malici guest administr situat user may abl write suppos read disk imag emul scsi disk specifi sd libxl disk configur equival affect ide disk hd affect attempt make readon reject addit cdrom devic devic specifi present guest cdrom regardless natur back storag host affect alway read system use qemu xen rather qemu xen tradit devic model version vulner system use libxl libxl base toolstack vulner includ xl libvirt libxl driver vulner present xen version later earlier version provid patch xsa appli attempt creat read disk reject host guest togeth usual support pvhvm issu exploit malici guest administr control guest kernel guest kernel command line 
CVE-2018-12882,exif read impl ext exif exif c php x allow attack trigger use free exif read file close stream respons close vulner code reachabl php exif read data function 
CVE-2018-12714,issu discov linux kernel filter pars kernel trace trace event filter c could call filter n case expect least one line read thus make n index invalid allow attack caus denial servic slab bound write possibl unspecifi impact via craft perf event open mmap system call 
CVE-2018-12699,finish stab stab c gnu binutil allow attack caus denial servic heap base buffer overflow possibl unspecifi impact demonstr bound write byte occur execut objdump 
CVE-2018-12697,null pointer derefer aka segv unknown address x discov work stuff copi cplus dem c gnu libiberti distribut gnu binutil occur execut objdump 
CVE-2018-12633,issu discov linux kernel vbg misc devic ioctl driver virt vboxguest vboxguest linux c read user data twice copi user header part user data doubl fetch malici user thread tamper critic variabl hdr size hdr size header two fetch race condit lead sever kernel error buffer access bug caus local denial servic inform leakag 
CVE-2018-12600,imagemagick q readdibimag writedibimag coder dib c allow attack caus bound write via craft file 
CVE-2018-12599,imagemagick q readbmpimag writebmpimag coder bmp c allow attack caus bound write via craft file 
CVE-2018-12584,connectionbas preparsenewbyt function resip stack connectionbas cxx resiproc allow remot attack caus denial servic buffer overflow possibl execut arbitrari code tls communic enabl 
CVE-2018-12565,issu discov linaro lava post use yaml load instead yaml safe load pars user data remot code execut occur 
CVE-2018-12564,issu discov linaro lava post support url submit page user forg http request forc lava server gunicorn return file server readabl lavaserv valid yaml 
CVE-2018-12458,improp integ type mpeg encod gop header function libavcodec mpeg videoenc c ffmpeg may trigger assert violat convert craft avi file mpeg lead denial servic 
CVE-2018-12293,getimagedata function imagebuffercairo class webcor platform graphic cairo imagebuffercairo cpp webkit use webkitgtk prior version wpe webkit prior version vulner heap base buffer overflow trigger integ overflow could abus craft html content 
CVE-2018-12265,exiv integ overflow loaderexifjpeg class preview cpp lead bound read exiv memio read basicio cpp 
CVE-2018-12264,exiv integ overflow loadertiff getdata preview cpp lead bound read exiv valuetyp setdataarea valu hpp 
CVE-2018-12233,ea get function fs jfs xattr c linux kernel memori corrupt bug jfs trigger call setxattr twice two differ extend attribut name file vulner trigger unprivileg user abil creat file execut program kmalloc call incorrect lead slab bound jfs xattr 
CVE-2018-12232,net socket c linux kernel race condit fchownat close case target socket file descriptor relat sock close sockf setattr function fchownat increment file descriptor refer count allow close set socket null fchownat execut lead null pointer derefer system crash 
CVE-2018-12029,race condit nginx modul phusion passeng x x allow local escal privileg non standard passeng instanc registri dir insuffici strict permiss configur replac file symlink file creat chown lead target link chown via path target sensit file root crontab file allow privileg escal 
CVE-2018-12015,perl archiv tar modul allow remot attack bypass directori travers protect mechan overwrit arbitrari file via archiv file contain symlink regular file name 
CVE-2018-11685,libloui stack base buffer overflow function compilehyphen compiletranslationt c 
CVE-2018-11684,libloui stack base buffer overflow function includefil compiletranslationt c 
CVE-2018-11683,libloui stack base buffer overflow function parsechar compiletranslationt c differ vulner cve 
CVE-2018-11529,videolan vlc media player x prone use free vulner attack leverag execut arbitrari code via craft mkv file fail exploit attempt like result denial servic condit 
CVE-2018-11508,compat get timex function kernel compat c linux kernel allow local user obtain sensit inform kernel memori via adjtimex 
CVE-2018-11506,sr ioctl function driver scsi sr ioctl c linux kernel allow local user caus denial servic stack base buffer overflow possibl unspecifi impact sens buffer differ size cdrom layer scsi layer demonstr cdromreadmod ioctl call 
CVE-2018-11469,incorrect cach respons request includ author header haproxi cach enabl allow attack achiev inform disclosur via unauthent remot request relat proto http c check request cacheabl function 
CVE-2018-11440,libloui stack base buffer overflow function parsechar compiletranslationt c 
CVE-2018-11412,linux kernel ext read inlin data fs ext inlin c perform memcpi untrust length valu certain circumst involv craft filesystem store system data extend attribut valu dedic inod 
CVE-2018-11410,issu discov libloui invalid free compilerul function compiletranslationt c allow remot attack caus denial servic applic crash possibl unspecifi impact 
CVE-2018-11233,git x x x x code saniti check pathnam ntfs result read bound memori 
CVE-2018-11232,etm setup aux function driver hwtrace coresight coresight etm perf c linux kernel allow attack caus denial servic panic paramet incorrect use local variabl 
CVE-2018-11219,integ overflow issu discov struct librari lua subsystem redi x x rc lead failur bound check 
CVE-2018-11218,memori corrupt discov cmsgpack librari lua subsystem redi x x rc stack base buffer overflow 
CVE-2018-10940,cdrom ioctl media chang function driver cdrom cdrom c linux kernel allow local attack use incorrect bound check cdrom driver cdrom media chang ioctl read kernel memori 
CVE-2018-10888,flaw found libgit version miss check git delta appli function delta c file may lead bound read read binari delta file attack may use flaw caus denial servic 
CVE-2018-10887,flaw found libgit version discov unexpect sign extens git delta appli function delta c file may lead integ overflow turn lead bound read allow read base object attack may use flaw leak memori address caus denial servic 
CVE-2018-10882,flaw found linux kernel ext filesystem local user caus bound write fs jbd transact c code denial servic system crash unmount craft ext filesystem imag 
CVE-2018-10881,flaw found linux kernel ext filesystem local user caus bound access ext get group info function denial servic system crash mount oper craft ext filesystem imag 
CVE-2018-10880,linux kernel vulner stack bound write ext filesystem code mount write craft ext imag ext updat inlin data attack could use caus system crash denial servic 
CVE-2018-10879,flaw found linux kernel ext filesystem local user caus use free ext xattr set entri function denial servic unspecifi impact may occur renam file craft ext filesystem imag 
CVE-2018-10878,flaw found linux kernel ext filesystem local user caus bound write denial servic unspecifi impact possibl mount oper craft ext filesystem imag 
CVE-2018-10877,linux kernel ext filesystem vulner bound access ext ext drop ref function oper craft ext filesystem imag 
CVE-2018-10876,flaw found linux kernel ext filesystem code use free possibl ext ext remov space function mount oper craft ext imag 
CVE-2018-10872,flaw found way linux kernel handl except deliv stack switch oper via mov ss pop ss instruct stack switch oper processor deliv interrupt except deliv first instruct stack switch execut unprivileg system user could use flaw crash system kernel result dos cve assign due regress cve red hat enterpris linux ga kernel version affect cve 
CVE-2018-10871,ds base version vulner cleartext storag sensit inform default replica retrochangelog plugin enabl ds base store password plaintext format respect changelog file attack suffici high privileg root directori manag queri file order retriev plaintext password 
CVE-2018-10869,redhat certif proper restrict file download download page remot attack may download file access user run httpd 
CVE-2018-10861,flaw found way ceph mon handl user request authent ceph user read access ceph delet creat ceph storag pool corrupt snapshot imag ceph branch master mimic lumin jewel believ affect 
CVE-2018-10860,perl archiv zip vulner directori travers archiv zip found archiv zip modul proper sanit path extract zip file attack abl provid special craft archiv process could use flaw write overwrit arbitrari file context perl interpret 
CVE-2018-10859,git annex vulner inform exposur decrypt file malici server special remot could trick git annex decrypt file encrypt user gpg key attack could use expos encrypt data never store git annex 
CVE-2018-10857,git annex vulner privat data exposur exfiltr attack could expos content file locat outsid git annex repositori content privat web server localhost lan 
CVE-2018-10852,unix pipe sudo use contact sssd read avail sudo rule sssd wide permiss mean anyon send messag use raw protocol sudo sssd use read sudo rule avail user affect version sssd 
CVE-2018-10850,ds base version vulner race condit way ds base handl persist search result crash server load anonym attack could use flaw trigger denial servic 
CVE-2018-10840,linux kernel vulner heap base buffer overflow fs ext xattr c ext xattr set entri function attack could exploit oper mount craft ext imag 
CVE-2018-10811,strongswan older allow remot denial servic miss initi variabl 
CVE-2018-10768,null pointer derefer annotpath getcoordslength function annot h ubuntu packag poppler craft input lead remot denial servic attack later ubuntu packag poppler affect 
CVE-2018-10675,get mempolici function mm mempolici c linux kernel allow local user caus denial servic use free possibl unspecifi impact via craft system call 
CVE-2018-10583,inform disclosur vulner occur libreoffic apach openoffic writer automat process initi smb connect embed malici file demonstr xlink href file test jpg within offic document content element odt xml document 
CVE-2018-10549,issu discov php x x x exif read data ext exif exif c bound read craft jpeg data exif iif add valu mishandl case makernot lack final charact 
CVE-2018-10548,issu discov php x x x ext ldap ldap c allow remot ldap server caus denial servic null pointer derefer applic crash mishandl ldap get dn return valu 
CVE-2018-10547,issu discov ext phar phar object c php x x x reflect xss phar error page via request data request phar file note vulner exist incomplet fix cve 
CVE-2018-10546,issu discov php x x x infinit loop exist ext iconv iconv c iconv stream filter reject invalid multibyt sequenc 
CVE-2018-10545,issu discov php x x x dumpabl fpm child process allow bypass opcach access control fpm unix c make pr set dumpabl prctl call allow one user multius environ obtain sensit inform process memori second user php applic run gcore pid php fpm worker process 
CVE-2018-10540,issu discov wavpack earlier w input bound write occur parsewav headerconfig wave c valid size unknown chunk attempt memori alloc relat lack integ overflow protect within byte copi calcul subsequ malloc call lead insuffici memori alloc 
CVE-2018-10539,issu discov wavpack earlier dsdiff input bound write occur parsedsdiffheaderconfig dsdiff c valid size unknown chunk attempt memori alloc relat lack integ overflow protect within byte copi calcul subsequ malloc call lead insuffici memori alloc 
CVE-2018-10538,issu discov wavpack earlier wav input bound write occur parseriffheaderconfig riff c valid size unknown chunk attempt memori alloc relat lack integ overflow protect within byte copi calcul subsequ malloc call lead insuffici memori alloc 
CVE-2018-10537,issu discov wavpack earlier w parser compon contain vulner allow write memori parsewav headerconfig wave c reject multipl format chunk 
CVE-2018-10536,issu discov wavpack earlier wav parser compon contain vulner allow write memori parseriffheaderconfig riff c reject multipl format chunk 
CVE-2018-10529,issu discov libraw bound read affect x f properti tabl list implement libraw x f cpp libraw cxx cpp 
CVE-2018-10528,issu discov libraw stack base buffer overflow utf char function libraw cxx cpp 
CVE-2018-10472,issu discov xen x allow x hvm guest os user certain configur read arbitrari dom file via qmp live insert cdrom conjunct specifi target file back file snapshot 
CVE-2018-10471,issu discov xen x allow x pv guest os user caus denial servic bound zero write hypervisor crash via unexpect int process incorrect fix cve 
CVE-2018-10380,kwallet pam kde kwallet allow local user obtain ownership arbitrari file via symlink attack 
CVE-2018-10360,core note function readelf c libmag file allow remot attack caus denial servic bound read applic crash via craft elf file 
CVE-2018-10323,xfs bmap extent btree function fs xfs libxf xfs bmap c linux kernel allow local user caus denial servic xfs bmapi write null pointer derefer via craft xfs imag 
CVE-2018-10322,xfs dinod verifi function fs xfs libxf xfs inod buf c linux kernel allow local user caus denial servic xfs ilock attr map share invalid pointer derefer via craft xfs imag 
CVE-2018-10194,set text distanc function devic vector gdevpdt c pdfwrite compon artifex ghostscript prevent overflow text posit calcul allow remot attack caus denial servic applic crash possibl unspecifi impact via craft pdf document 
CVE-2018-10184,issu discov haproxi incom h frame length check max frame size set instead check bufsiz max frame size appli outgo traffic incom larg enough frame size advertis set frame wrap frame defrag temporari alloc buffer second fragment may overflow heap kb unlik exploit code execut given buffer short live address realist predict product likelihood immedi crash absolut certain 
CVE-2018-10124,kill someth info function kernel signal c linux kernel unspecifi architectur compil use might allow local user caus denial servic via int min argument 
CVE-2018-10120,swctbwrapper read function sw sourc filter ww ww toolbar cxx libreoffic x valid custom index allow remot attack caus denial servic heap base buffer overflow write access possibl unspecifi impact via craft document contain certain microsoft word record 
CVE-2018-10119,sot sourc sdstor stgstrms cxx libreoffic x use incorrect integ data type stgsmallstrm class allow remot attack caus denial servic use free write access possibl unspecifi impact via craft document use structur storag ole wrapper file format 
CVE-2018-10102,wordpress version string escap get generat function could lead xss generat tag 
CVE-2018-10101,wordpress url valid assum url hostnam localhost host wordpress server 
CVE-2018-10100,wordpress redirect url login page valid sanit forc use https 
CVE-2018-10087,kernel wait function kernel exit c linux kernel unspecifi architectur compil use might allow local user caus denial servic trigger attempt use int min valu 
CVE-2018-10074,hi stub clk probe function driver clk hisilicon clk hi stub c linux kernel allow local user caus denial servic null pointer derefer trigger failur resourc retriev 
CVE-2018-9846,roundcub version archiv plugin enabl configur possibl exploit unsanit user control uid paramet archiv php task mail mbox inbox action plugin move archiv request perform mx imap inject attack place imap command sequenc note less easili exploit later origin polici protect mechan 
CVE-2018-9336,openvpnserv exe aka interact servic helper openvpn x allow local attack caus doubl free memori send malform request interact servic could caus denial servic memori corrupt possibl unspecifi impact includ privileg escal 
CVE-2018-9018,graphicsmagick divid zero readmngimag function coder png c remot attack could leverag vulner caus crash denial servic via craft mng file 
CVE-2018-8960,readtiffimag function coder tiff c imagemagick q proper restrict memori alloc lead heap base buffer read 
CVE-2018-8885,screenresolut mechan screen resolut extra proper use policykit bus api allow local user bypass intend access restrict leverag race condit via setuid pkexec process mishandl policykitservic check permiss call 
CVE-2018-8828,buffer overflow issu discov kamailio x x special craft regist messag malform branch tag trigger one heap base buffer overflow tmx check pretran function modul tmx tmx pretran c 
CVE-2018-8822,incorrect buffer length handl ncp read kernel function fs ncpfs ncplib kernel c linux kernel driver stage ncpfs ncplib kernel c linux kernel rc rc could exploit malici ncpfs server crash kernel execut code 
CVE-2018-8781,udl fb mmap function driver gpu drm udl udl fb c linux kernel version includ integ overflow vulner allow local user access udldrmfb driver obtain full read write permiss kernel physic page result code execut kernel space 
CVE-2018-8780,rubi x x x preview dir open dir new dir entri dir empti method check null charact use correspond method unintent directori travers may perform 
CVE-2018-8779,rubi x x x preview unixserv open unixsocket open method check null charact may connect unintend socket 
CVE-2018-8778,rubi x x x preview attack control unpack format similar format string vulner trigger buffer read string unpack method result massiv control inform disclosur 
CVE-2018-8764,roland gruber softwareentwicklung ldap account manag place csrf token sec token paramet uri make easier remot attack defeat csrf protect mechan leverag log 
CVE-2018-8763,roland gruber softwareentwicklung ldap account manag xss via dn paramet templat rdparti pla htdoc cmd php uri templat paramet templat rdparti pla htdoc cmd php cmd renam form uri 
CVE-2018-8754,disput libevt record valu read event function libevt record valu c libevt proper check bound valu user sid data size string size data size note vendor disput describ libyal libevt issu github 
CVE-2018-8741,directori travers flaw squirrelmail allow authent attack exfiltr potenti delet file host server relat att local name field deliv class php 
CVE-2018-8088,org slf j ext eventdata slf j ext modul qos ch slf j beta allow remot attack bypass intend access restrict via craft data 
CVE-2018-8048,loofah gem rubi non whitelist html attribut may occur sanit output republish craft html fragment 
CVE-2018-8043,unimac mdio probe function driver net phi mdio bcm unimac c linux kernel valid certain resourc avail allow local user caus denial servic null pointer derefer 
CVE-2018-8013,apach batik x deseri subclass abstractdocu class take string inputstream class name use call arg constructor class fix check class type call newinst deseri 
CVE-2018-8012,authent author enforc server attempt join quorum apach zookeep alpha beta result arbitrari end point could join cluster begin propag counterfeit chang leader 
CVE-2018-7998,libvip null function pointer derefer vulner found vip region generat function region c allow remot attack caus denial servic possibl unspecifi impact via craft imag file occur race condit involv fail delay load worker thread 
CVE-2018-7995,disput race condit store int restart function arch x kernel cpu mcheck mce c linux kernel allow local user caus denial servic panic leverag root access write check interv file sys devic system machinecheck machinecheck cpu number directori note third parti indic report secur relev 
CVE-2018-7877,heap base buffer overflow getstr function util decompil c libm doubl data craft input lead denial servic attack 
CVE-2018-7875,heap base buffer read getstr function util decompil c libm constant data craft input lead denial servic attack 
